Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Createur_de_la_donnee,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,CP,Ville,nom_departement,nom_region,nom_membre,raison_sociale
Gîte le Coq en Pâte,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.57587,1.63278,8 Lieu-dit Le Haut Coq,Office de tourisme des 4 Rivières en Bray,2026-05-05, https://gite-lecoqenpate.fr/ https://gite-lecoqenpate.fr/<> https://www.facebook.com/profile.php?id=61563519984256<> https://www.instagram.com/gite_lecoqenpate/,3 étoiles#Classement officiel des hébergements touristiques,"Découvrez l’histoire de la ferme du Haut Coq, transformée d’une étable centenaire en un gîte chaleureux après un an et demi de travaux passionnés. « Le Coq en Pâte » vous offre confort et convivialité. Laissez-vous séduire par ce lieu unique en...",76440,Saumont-la-Poterie,Seine-Maritime,Normandie,Saumont-la-Poterie,CC des Quatre Rivières en Bray
Le petit Mousse - Le Canotier,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.9927016,1.3562956,Mesnil-Val 32 Rue de la Mer,Office de Tourisme Destination Le Tréport - Mers,2026-05-04,,2 étoiles#Classement officiel des hébergements touristiques,Le gîte le p'tit Mousse dispose de 6 logements.,76910,Criel-sur-Mer,Seine-Maritime,Normandie,Criel-sur-Mer,CC des Villes Soeurs
"Gîte ""Ressources""","['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.5261435,0.5815038,7 Bis Rue de la Boissière,Office de tourisme Caux-Seine Normandie tourisme,2026-05-04, https://www.facebook.com/profile.php?id=61573555918895,4 étoiles#Classement officiel des hébergements touristiques,"Profitez d'un moment de détente au gîte ""Ressources"". Venez vous délasser et vous déconnecter le temps d'un week-end dans la campagne normande. Vous y trouverez jacuzzi, filet d'habitation, terrasse extérieure...",76170,La Frénaye,Seine-Maritime,Normandie,La Frénaye,CA Caux Seine Agglo
Meublé de tourisme > Greenland,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",48.869953,-1.487001,8 route de la Haute Terre,OT Granville Terre et Mer,2026-01-06, https://laclefdecamp.fr/ https://laclefdecamp.fr/,4 étoiles#Classement officiel des hébergements touristiques,"Bienvenue à Greenland,  le paradis des enfants et le havre de paix des familles, ce gîte vous offre une expérience féérique avec un décor exceptionnel et des espaces conviviaux.",50510,Hudimesnil,Manche,Normandie,Hudimesnil,"CC de Granville, Terre et Mer"
Meublé de tourisme > Concorde Aérogare,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",48.8157512,-1.3770487,10 route de la Bourgeais,OT Granville Terre et Mer,2026-01-06, https://laclefdecamp.fr/ https://laclefdecamp.fr/,4 étoiles#Classement officiel des hébergements touristiques,"Après un atterrissage tout en douceur, vous emprunterez la passerelle de débarquement vers ce loft atypique pour vous ressourcer dans les airs normands.",50320,La Haye-Pesnel,Manche,Normandie,La Haye-Pesnel,"CC de Granville, Terre et Mer"
Meuble de tourisme > Cottage du Pêcheur,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",48.7334959,-1.5479209,16 chemin du Sol-Roc,OT Granville Terre et Mer,2026-01-06, https://laclefdecamp.fr/ https://laclefdecamp.fr/,4 étoiles#Classement officiel des hébergements touristiques,"Le Cottage du Pêcheur est un havre de paix, conçu pour offrir un confort optimal avec des vues spectaculaires.Ce gîte raffiné, perché sur la falaise de Champeaux, promet un séjour inoubliable avec des vues à couper le souffle et des équipements de...",50530,Champeaux,Manche,Normandie,Champeaux,"CC de Granville, Terre et Mer"
Meublé de tourisme > Donvillaise,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",48.843932,-1.5876695,3 rue Pigeon Litan,OT Granville Terre et Mer,2026-01-06, https://laclefdecamp.fr/ https://laclefdecamp.fr/,4 étoiles#Classement officiel des hébergements touristiques,"La Donvillaise est une magnifique maison de famille qui allie confort moderne et charme traditionnel, offrant un cadre idéal pour un séjour inoubliable.",50350,Donville-les-Bains,Manche,Normandie,Donville-les-Bains,"CC de Granville, Terre et Mer"
Gite de L'Aubesnière,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",48.7107873,-0.434389,4 l'Aubesnière,Orne Tourisme,2026-05-01, https://www.booking.com/hotel/fr/petite-maison-normande.fr.html?msockid=227622f7d86369782fab338adc636f37&chal_t=1763474217327&force_referer=https%3A%2F%2Fwww.bing.com%2F?,2 étoiles#Classement officiel des hébergements touristiques,"Petite maison de style avec une petite cuisine fonctionnelle, un séjour avec un poêle à bois et une salle de douche  avec wc. A l'étage, belle petite chambre de charme avec 1 lit de 2 personnes. A l'extérieur, beau terrain arboré avec salon de...",61220,Bellou-en-Houlme,Orne,Normandie,Bellou-en-Houlme,CA Flers Agglo
Chambre d'hôtes Le Relai Valdieu,"['Lieu', ""Point d'intérêt"", 'Hébergement', ""Chambre d'hôtes"", 'Hébergement locatif']",48.4746241,0.64253162,La petite Bretonnière,Orne Tourisme,2026-05-06, https://www.gites-de-france-orne.com/resa/etape1.php?NUM=G1361&INSTANCE=gites61&OPE=CDT61&ORI=CDT61&&&&&<> https://www.relai-valdieu.fr/ https://www.gites-de-france-orne.com/cgi.php?&OPE=CDT61&ORI=CDT61&NUM=G1361&ACC=H&FICHE=O&INSTANCE=gites61&<> https://www.relai-valdieu.fr/,Accueil Vélo#France Vélo Tourisme|Gîtes de France#Gîtes de France,"Le Relai Valdieu est une parenthèse conviviale au cœur du Perche pour les gourmets en quête d'authenticité. Tomettes, poutres, parquet en chêne et mur à la chaux, cette longère typiquement percheronne a été entièrement restaurée dans les règles de...",61400,Courgeon,Orne,Normandie,Courgeon,CC du Pays de Mortagne-au-Perche
Gite La Gourmandière aux Bruyères,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",48.3059126,0.4927852,306 Les Bruyères,Orne Tourisme,2026-05-01, https://gourmandiere.fr/,3 étoiles#Classement officiel des hébergements touristiques,"Longère restaurée en pleine nature, alliant confort et sérénité. La maison est dotée de 4 chambres (dont une au rez-de-chaussée), 2 salles de bain, cuisine équipée et salon/salle à manger. Située à 1h45 /2 h de Paris. La maison est située dans le...",61130,Igé,Orne,Normandie,Igé,CC des Collines du Perche Normand
Auberge du Prieuré,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",49.091492,1.605403,1 place de la République,Office de Tourisme Seine Normandie Agglomération,2026-02-24, https://aubergeduprieurenormand.fr/<> https://www.facebook.com/prieurenormand,Qualité Tourisme#Qualité Tourisme,"Après avoir tenu un restaurant dans le centre du Havre pendant 9 ans, nous avons repris l'auberge depuis Septembre 2022, Nous travaillons avec des produits de saison, notre carte change tout les 2 mois en moyenne.",27620,Gasny,Eure,Normandie,Gasny,CA Seine Normandie Agglomération
La maison du roule,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.1959,1.33491,33 Chemin de Halage,Office de Tourisme Seine Eure,2026-02-19, https://www.lamaisonduroule.fr/ https://www.lamaisonduroule.fr/<> https://www.instagram.com/la.maison.du.roule/,3 étoiles#Classement officiel des hébergements touristiques,"A Villers-sur-le-Roule, au lieu-dit « Le Roule », la Maison du Roule bénéficie d’une localisation idéale pour des séjours en pleine nature. Sur le chemin de halage, face à la Seine, la maison se trouve dans un environnement exceptionnel très...",27940,Villers-sur-le-Roule,Eure,Normandie,Villers-sur-le-Roule,CA Seine-Eure
Les gîtes de Nath - Japon,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.2941,-0.37797,1 Rue des Noyers,Office de tourisme de Cœur de Nacre,2026-05-06, https://les-gites-de-nath-douvres-la-delivrande.eatbu.com/<> https://www.facebook.com/lesgitesdenath?locale=fr_FR,3 étoiles#Classement officiel des hébergements touristiques,"Bienvenue dans notre havre de paix, une charmante maisonnette où l'esprit de JAPON se mêle au charme normand pour une parenthèse de détente absolue.

Laissez-vous bercer par l'atmosphère zen de notre décoration soignée. Pour vos moments de...",14440,Douvres-la-Délivrande,Calvados,Normandie,Douvres-la-Délivrande,CC Coeur de Nacre
Les Gites de Nath - Bali,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.2941,-0.37797,1 Rue des Noyers,Office de tourisme de Cœur de Nacre,2026-05-06, https://les-gites-de-nath-douvres-la-delivrande.eatbu.com/<> https://www.facebook.com/lesgitesdenath,3 étoiles#Classement officiel des hébergements touristiques,"Bienvenue dans notre havre de paix, une charmante maisonnette où l'esprit de Bali se mêle au charme normand pour une parenthèse de détente absolue.

Laissez-vous bercer par l'atmosphère zen de notre décoration soignée. Pour vos moments de farniente,...",14440,Douvres-la-Délivrande,Calvados,Normandie,Douvres-la-Délivrande,CC Coeur de Nacre
Gite Ancien Octroi,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",48.83511,-0.8916,2 Rue des Usines,OT du Pays de Vire | Collines de Normandie,2026-02-17, https://airbnb.com/h/private-room-in-vire-centre https://airbnb.com/h/private-room-in-vire-centre,3 étoiles#Classement officiel des hébergements touristiques,"Profitez d'une maison individuelle dans le centre-ville de Vire Normandie  avec place de parking devant la maison, lumineuse, calme.
WC séparé de la salle d'eau. 
A proximité tous commerces (boulangeries, boucheries, buralistes, épiceries ...), gare...",14500,Vire Normandie,Calvados,Normandie,Vire Normandie,CC Intercom de la Vire au Noireau
Gîtes de France G333269 : La Grange aux Pommes,"['Lieu', ""Point d'intérêt"", 'Hébergement', ""Chambre d'hôtes"", 'Hébergement locatif']",48.60234,-1.18363,Le Mesnil Thébault 23 route du Genetel,Attitude Manche,2026-04-28,,Gîtes de France#Gîtes de France,Vous serez les bienvenus chez Anne et Hervé au sein de leur jolie propriété entourée de plus de 3000m² de jardin. Cette maison bourgeoise est en effet dotée d'un parc de verdure très agréable idéal pour se reposer. Il faut dire que le couple y...,50540,Isigny-le-Buat,Manche,Normandie,Isigny-le-Buat,CA Mont-Saint-Michel-Normandie
Gîtes de France G1269 : Le Prieuré,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.62552,-1.25175,4 Chemin du Prieuré,Attitude Manche,2026-04-29,,Gîtes de France#Gîtes de France,"Dans cette magnifique région de maraichage ceinturée par les criques sauvages et un littoral préservé, vos vacances s'écouleront paisiblement. Les propriétaires ont eu à coeur de rénover cette petite maison de famille avec soin. Le séjour avec son...",50760,Réville,Manche,Normandie,Réville,CA du Cotentin
Gîtes de France G1266 : La Maison de Maria,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.58559,-1.40728,3 La Flamberie,Attitude Manche,2026-04-29,,3 étoiles#Classement officiel des hébergements touristiques|Gîtes de France#Gîtes de France,Vous serez confortablement installés dans cette maison exposée plein Sud avec 3 belles chambres aux parquets blonds. Les 2 pièces de vie du rez-de-chaussée sont agréables avec d'une part une cuisine très bien équipée à la ligne contemporaine et un...,50630,Teurthéville-Bocage,Manche,Normandie,Teurthéville-Bocage,CA du Cotentin
Meublé de tourisme > Le Domaine de Léon,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",49.2460235,-1.3287738,SAINTENY 1 Village Les Giés,OT Baie du Cotentin,2026-01-06, https://www.facebook.com/profile.php?id=61576194094107&locale=fr_FR<> https://www.instagram.com/ledomainedeleon/,3 étoiles#Classement officiel des hébergements touristiques,"La maison offre une grande capacité de logement, 12 couchages avec une literie neuve et de qualité, un grand jardin arboré, deux boxes, une carrière éclairée et des paddocks en herbe pour les personnes souhaitant venir avec leurs chevaux. La...",50500,Terre-et-Marais,Manche,Normandie,Terre-et-Marais,CC de la Baie du Cotentin
Le Cottage des Trotteurs,"['Lieu', ""Point d'intérêt"", 'Hébergement', 'Hébergement locatif', 'Meublés de tourisme']",48.8871415,0.2264389,120 Le Verger,Orne Tourisme,2026-05-01,,3 étoiles#Classement officiel des hébergements touristiques,"Le cottage des Trotteurs est une maison familiale très confortable avec un jardin clos de 2 500m2. Il se compose au rez-de-chaussée : d’une belle entrée ouvrant sur la salle à manger avec son poêle à bois, d'un salon lumineux et confortable (TV)...",61120,Roiville,Orne,Normandie,Roiville,CC des Vallées d'Auge et du Merlerault
L'Auberge des pêcheurs,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",49.1707237,1.4045166,122 Grande Rue,Office de Tourisme Seine Normandie Agglomération,2026-02-09, http://www.facebook.com/profile.php?id=10009125178736,Qualité Tourisme#Qualité Tourisme,"Située entre Giverny et Château-Gaillard, l Auberge des Pêcheurs vous attend pour une halte sympathique : l établissement a été refait récemment et les nouveaux propriétaires vous propose une grande salle très claire avec une  décoration...",27940,Port-Mort,Eure,Normandie,Port-Mort,CA Seine Normandie Agglomération
Ferme des Ruelles,"['Site culturel', 'Lieu', ""Point d'intérêt"", 'Ferme', 'Fournisseur de dégustation', 'Patrimoine industriel, artisanal, rural, agricole et technique']",49.1412626,1.5194074,4 rue des Ruelles,Office de Tourisme Seine Normandie Agglomération,2026-02-24, https://www.fermedesruelles.com/ http://www.fermedesruelles.com/<> https://www.facebook.com/La-Ferme-des-Ruelles-1759470937614247/?fref=ts<> https://www.instagram.com/la_ferme_des_ruelles?igshid=4l3e8awsv5zp,Bienvenue à la ferme#Bienvenue à la ferme,"A 1h de Paris ou de Rouen et à 6 km de Vernon, Michel Galmel vous accueille à la Ferme des Ruelles. Il a choisi d'agir et de produire différemment en respectant l’environnement, les traditions et le patrimoine pour les générations futures. Un...",27510,Tilly,Eure,Normandie,Tilly,CA Seine Normandie Agglomération
La Ferme des Ruelles,"['Lieu', ""Point d'intérêt"", 'Commerce de détail', 'Maison de pays, produits du terroir', 'Boutique, commerce de proximité']",49.141396,1.520137,4 rue des Ruelles,Office de Tourisme Seine Normandie Agglomération,2026-03-05, https://cestfaitdansleure.fr/produit/liste?keyword=++&vendeur=58 http://www.fermedesruelles.com/<> https://www.instagram.com/la_ferme_des_ruelles?igshid=4l3e8awsv5zp<> https://www.facebook.com/La-Ferme-des-Ruelles-1759470937614247/?fref=ts/,,,27510,Tilly,Eure,Normandie,Tilly,CA Seine Normandie Agglomération
Coeur de Nacre Tourisme - Courseulles sur Mer,"['Lieu', ""Point d'intérêt"", 'Office de tourisme', ""Service d'information touristique""]",49.3347687,-0.4579205,5 rue du 11 novembre,Office de tourisme de Cœur de Nacre,2026-02-16, https://www.coeurdenacretourisme.com/<> https://www.facebook.com/coeurdenacretourisme/,Tourisme & Handicap auditif#Marque Tourisme et Handicap|Tourisme & Handicap visuel#Marque Tourisme et Handicap|Tourisme & Handicap mental#Marque Tourisme et Handicap|Tourisme & Handicap moteur#Marque Tourisme et Handicap|Qualité Tourisme#Qualité Tourisme|Accueil Vélo#France Vélo Tourisme,,14470,Courseulles-sur-Mer,Calvados,Normandie,Courseulles-sur-Mer,CC Coeur de Nacre
Office de Tourisme du Pays de Vire - Collines de Normandie - Bureau d'informations touristiques de Villers-Bocage,"['Lieu', ""Point d'intérêt"", 'Office de tourisme', ""Service d'information touristique""]",49.0809455,-0.6518189,Place Charles de Gaulle,OT du Pays de Vire | Collines de Normandie,2026-01-20, http://www.paysdevire-normandie-tourisme.fr/<> http://www.facebook.com/paysdevire<> http://www.instagram.com/paysdevire,Accueil Vélo#France Vélo Tourisme,,14310,Villers-Bocage,Calvados,Normandie,Villers-Bocage,CC Pré-Bocage Intercom
